kind,unit,label,method,site,mean_weight,sd_weight,n_edges_on_skeleton,mean_weight_on_skeleton,strength_skeleton,within_module_mean,strength_lioness,sum_tu,river_basin,stream_order,UDF,lat,lon,n_det,mean_log,basin
conc,Danube_Middle,Middle Danube,bonobo,EUS_168,0.169894614088712,0.277548048581711,235,0.711962397698433,182.407661836611,0.707301477071036,179.286434351234,0.038376002397725525,Danube,6.0,3.9,45.95689,15.488278,46,0.13946622343958673,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_169,0.182486576124408,0.280983424891597,235,0.716388165867336,183.425563884585,0.707446967623142,199.445264770804,0.08612222384147146,Danube,5.0,10.4,49.24502,18.639577,34,0.006131157035855092,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_176,0.148801527100991,0.312444585389225,235,0.693321952633121,177.89259609364,0.711612301470017,286.975000675142,1.351285752931794,Danube,6.0,3.1,46.310154,16.397992,68,0.4511538984734635,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_177,0.208639025528045,0.351824286491402,235,0.764565281945734,192.195443372066,0.749426346752645,415.110352720965,0.5898996501759942,Danube,5.0,5.0,46.071103,14.634847,103,0.8589389663923567,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_178,0.165088763715669,0.279066361271112,235,0.716125908215226,182.679315519006,0.708299849954843,184.573197356552,0.4273800833909387,Danube,7.0,6.8,47.45407,19.060272,61,0.2815804190134281,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_179,0.161203333538065,0.285949993942859,235,0.714950504917762,183.088403957543,0.711788240729696,183.256721922357,0.38133715895685566,Danube,6.0,4.6,45.94238,15.495631,56,0.2381947409808322,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_180,0.167518565930585,0.293166986069366,235,0.718902095621949,184.043713730176,0.710504925724362,196.84361093602,0.35440145814731183,Danube,5.0,10.4,49.244395,18.639079,44,0.12268481957122887,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_313,0.187086322248884,0.337265627102544,235,0.747396016639549,189.757072960722,0.74638650312997,286.516474584148,69.89882587979923,Danube,6.0,27.7,48.19817131,16.97246712,88,0.6780227573576403,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_314,0.162331451833372,0.287988106697475,235,0.723712941484065,184.19686804016,0.717154035572726,193.45348502563,114.27705383322999,Danube,7.0,9.7,48.13703476,17.10424581,51,0.22158786963631635,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_315,0.168557274071972,0.286071427931544,235,0.708036406133112,181.621737171894,0.704478976231357,184.511488158941,551.9792934054989,Danube,7.0,6.1,48.032998,17.234718,48,0.1599797425371762,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_316,0.163686558336165,0.291861695095592,235,0.724450053905929,185.436582420046,0.72114544752718,188.763804828892,260.0192509680367,Danube,7.0,6.1,47.788522,17.658216,59,0.24420281830473659,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_317,0.166177006776687,0.309186422104289,235,0.742976502339821,189.816452585016,0.738984463154193,222.60235991259,0.30631409712485097,Danube,6.0,14.6,47.735884,17.759652,73,0.42526607084877655,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_318,0.16342770652998,0.295283077018505,235,0.73289346409816,187.493649060656,0.728077433702346,208.05153257287,58.606543567815834,Danube,7.0,6.6,47.738524,17.82486,62,0.28287416300300533,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_319,0.162127414393893,0.290368000666812,235,0.735395874103617,188.072153024609,0.728743087455449,200.175259649758,0.20145104277887443,Danube,6.0,0.6,47.775321,18.138059,62,0.27463034639649164,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_320,0.160753619539849,0.293535456429523,235,0.733158954170304,187.346123193107,0.725012231875255,200.236241717667,0.1987215263741839,Danube,4.0,3.2,47.827465,18.720857,60,0.2908773833692191,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_321,0.168248601324861,0.320688400685441,235,0.734502473764458,187.895394108394,0.734969030047724,239.35434302572,0.4409886326647977,Danube,4.0,7.2,47.88632,18.762617,77,0.4782506344128578,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_322,0.162503696785105,0.299606454170223,235,0.742476883853173,189.746831761944,0.735319120138129,212.033262888318,0.2632304333954603,Danube,7.0,6.7,47.815412,18.861581,63,0.3163359531295401,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_323,0.164755465434382,0.2867239425722,235,0.734553610692226,187.856667171088,0.726231898029819,199.410554753653,0.2741027156753699,Danube,7.0,6.7,47.65723,19.11901,56,0.20481236025107774,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_324,0.165483982347389,0.293482739861936,235,0.737734515481056,188.620846517285,0.730498815660123,202.214849277946,84.59688021194172,Danube,7.0,7.1,47.38675,19.010849,62,0.2805432355576886,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_325,0.165026705046724,0.29027836673105,235,0.736391399393458,188.330734100681,0.731610957611846,196.191027219354,81.6326053004556,Danube,3.0,0.1,47.034613,18.97922,63,0.2925466548276732,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_326,0.166588065419067,0.292374521535599,235,0.736735954056633,188.357523148778,0.731219226475851,196.763769781932,0.11267449252281621,Danube,7.0,7.2,46.816039,18.9242,59,0.23268907051069637,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_327,0.166903705330905,0.290389363204552,235,0.737957591417944,188.670679357742,0.731317192616553,199.124148478301,0.1226989621963079,Danube,7.0,7.2,46.632717,18.883772,57,0.2215340382359146,Danube
conc,Danube_Middle,Middle Danube,bonobo,EUS_328,0.165646091974464,0.288047662705744,235,0.733351939995288,187.573467397549,0.727619483763864,195.343021939972,243.14766131451066,Danube,7.0,7.5,46.201667,18.925202,61,0.26676786182730244,Danube
