kind,unit,label,method,site,mean_weight,sd_weight,n_edges_on_skeleton,mean_weight_on_skeleton,strength_skeleton,within_module_mean,strength_lioness,sum_tu,river_basin,stream_order,UDF,lat,lon,n_det,mean_log,basin
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_054,0.18681336597974,0.263660856764646,1116,0.606304632682665,676.635970073854,0.603184913168718,968.898055564939,1.6180555823175926,Elbe,1.0,,51.615422,11.213788,50,0.2809938502408225,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_055,0.220386510700393,0.237712550793367,1116,0.654140692887914,730.021013262912,0.651933851755028,857.071018826186,0.1781741611226214,Elbe,1.0,37.0,51.34984,12.17094,33,-0.026368683262395467,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_056,0.216665215510668,0.27001261577065,1116,0.652663299876077,728.372242661702,0.639546081960755,1140.81167156025,30.523950566420964,Elbe,1.0,0.0,51.38886,12.09424,113,0.9482871314148447,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_057,0.187377077846745,0.263858568334188,1116,0.600274609111763,670.13497513663,0.602016756171617,876.132151433248,0.4944765374295967,Elbe,1.0,0.0,51.310657,12.44574,92,0.6738799458987665,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_058,0.198158253284536,0.222824076882541,1116,0.612781385053133,683.864025719296,0.62508059210873,683.244365340351,3.7131538140506777,Elbe,5.0,45.9,51.315545,12.356091,72,0.37869875082164955,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_059,0.193417527615658,0.222879421284184,1116,0.612836377287932,683.925397053332,0.616163465570382,732.193132531211,5.227696695860635,Elbe,5.0,45.9,51.315263,12.358194,77,0.46415572292350804,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_060,0.193119061403562,0.233481987983618,1116,0.626712617176446,699.411280768914,0.621754850549157,789.959428939013,8.140078829783237,Elbe,4.0,26.2,51.314719,12.350857,88,0.5734627108709006,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_061,0.192618915213276,0.231254038185937,1116,0.616760750955316,688.304998066133,0.61612945112428,765.228111276623,8.093002713671348,Elbe,4.0,26.2,51.309653,12.34774,83,0.5299610593513241,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_062,0.230575717345921,0.223180843461534,1116,0.645455938217318,720.328827050527,0.639558072638553,804.559828165426,0.03697089260629329,Elbe,4.0,26.2,51.303924,12.343443,34,-0.01940686600104068,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_063,0.194154259400437,0.23777361951369,1116,0.625114699532662,697.62800467845,0.62191631685807,830.854166700215,10.860697797736243,Elbe,4.0,26.2,51.300387,12.346931,90,0.61714393576482,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_064,0.202270694661099,0.212649713851593,1116,0.608872416378979,679.501616678941,0.617717003574097,674.36116095059,3.368082894159083,Elbe,4.0,45.9,51.302767,12.35593,65,0.2714315797524213,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_065,0.191943620518521,0.232200018392282,1116,0.60187107076658,671.688114975503,0.604393960532944,710.315111264458,0.6372084341709111,Elbe,4.0,23.4,50.718542,11.398322,69,0.40872390811320897,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_066,0.186809193067764,0.241906365621849,1116,0.611085973032403,681.971945904162,0.60900211903478,761.741622963728,0.7549543771023028,Elbe,4.0,23.4,50.720117,11.377208,80,0.5672593669172834,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_067,0.193423353384508,0.249919181862901,1116,0.621263344681129,693.32989266414,0.619069924800495,766.150812134299,0.6287382969218677,Elbe,4.0,26.6,50.719146,11.352061,98,0.7196260383598613,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_068,0.191470086191955,0.244310645411764,1116,0.617041441988669,688.618249259355,0.612195379328362,764.30879359169,0.649365220912442,Elbe,3.0,15.7,50.684319,11.323392,94,0.6839897937829954,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_069,0.21097698262792,0.261133761725471,1116,0.618685748543682,690.453295374749,0.613903590128642,798.398294689368,0.9889097666078279,Elbe,4.0,42.7,50.613133,11.393243,115,0.8558234393595909,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_079,0.187862747239741,0.23762345198463,1116,0.589378390693369,657.746284013799,0.59038651286999,915.586499364903,0.9974037257535434,Elbe,6.0,17.1,50.8740474367122,14.2350120487917,85,0.6147959166436541,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_080,0.196213881751612,0.219747716552917,1116,0.597143930685651,666.412626645186,0.595202854024928,705.320341723112,0.4464630647490614,Elbe,4.0,1.8,50.5123498768776,14.1555490788673,63,0.3619811182696416,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_081,0.189492455020504,0.230986132853147,1116,0.600316867497162,669.953624126833,0.604134488953835,809.882460210508,1.0001909030905887,Elbe,6.0,24.8,50.3177619492429,14.4406644580371,81,0.6109645178389959,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_101,0.217260678833367,0.295069600824344,1116,0.675593284710531,753.962105736952,0.659952666389127,1515.30017858827,46.49781475299314,Elbe,5.0,51.1,52.423935,13.100133,114,1.1038849132101347,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_147,0.237413195111715,0.234472264854025,1116,0.660160987397492,736.79370387965,0.654743225122959,942.402727971899,0.02942568228086653,Elbe,1.0,0.0,51.224765,12.181569,23,-0.06645151224935862,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_148,0.204853618352299,0.256647781212795,1116,0.64840760527155,723.736585307036,0.645226693604438,935.610375819192,0.29016983841199917,Elbe,2.0,0.0,51.29074,11.91067,38,0.10065226852987937,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_149,0.191998094338667,0.235420048844921,1116,0.60563439390942,675.887983602913,0.604741716732626,831.59506748053,4.040554220456385,Elbe,5.0,17.4,51.298634,12.05352,90,0.6814459871041092,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_150,0.271746654706134,0.333255022596677,1116,0.722969075410534,806.877938940958,0.720454696598233,1964.30712339568,77.10168946866506,Elbe,1.0,61.5,51.30268,12.203039,131,1.439411478064094,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_151,0.192260541912664,0.249446995800027,1116,0.590977171747524,659.617594279616,0.586853265742515,980.781264679583,19.857210180482802,Elbe,2.0,62.4,51.620036,12.114745,93,0.7855137003136626,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_152,0.206300720987628,0.270365888033215,1116,0.660950748982862,737.621035864874,0.655513287841834,986.60236912883,0.03331429353985956,Elbe,1.0,0.0,51.647855,12.086966,36,0.11022857324700841,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_153,0.177933600941711,0.281559255368136,1116,0.63030707907071,703.813615862864,0.626039612996555,1016.84358369136,0.06611741637412409,Elbe,5.0,28.5,51.659264,12.328634,64,0.3999009414421541,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_154,0.233098626007697,0.247271555286893,1116,0.671149249682702,749.002562645896,0.6664599501462,940.230881531863,0.023258089951063963,Elbe,2.0,0.0,51.668237,12.426275,25,-0.07383336515225997,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_155,0.215001985010842,0.255536408836441,1116,0.662189090640037,739.003025154281,0.658635191875984,971.973201342059,0.02678025459903638,Elbe,6.0,22.2,51.266838,13.403301,32,0.05082985794626137,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_156,0.195911525328106,0.224951165610734,1116,0.60701516839323,677.428927926844,0.615324357208704,696.089024854827,1.654716554365198,Elbe,5.0,19.3,51.7789519,13.0747829,74,0.47750927593348674,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_157,0.2307720063606,0.245147440068859,1116,0.658563034454729,735.221423888638,0.653791179400488,1049.57418971347,0.45883670112478464,Elbe,6.0,21.1,51.861985,12.592216,26,-0.0199756367289475,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_200,0.197891262667018,0.26151922555794,1116,0.587664365125347,655.869658117775,0.594942352195413,1038.17543647807,1.2155386392934477,Elbe,5.0,16.1,51.847332,11.705812,101,0.9301934778364873,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_201,0.254756237411486,0.228224453207401,1116,0.681892020309259,760.991494665133,0.681764855253638,968.891244929001,0.001113335447772643,Elbe,2.0,23.0,51.867988,10.892055,12,-0.1754957317743013,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_202,0.260839274854622,0.314266478851825,1116,0.700421176073537,781.742678179548,0.696094100105713,1500.02128697679,2.473682396396416,Elbe,3.0,32.7,51.487434,11.752543,131,1.320056133099394,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_203,0.207032704388513,0.235789607372294,1116,0.623316225068535,695.620907176485,0.621795042985904,808.527418797936,0.06323724829595655,Elbe,1.0,0.0,51.498382,11.593888,45,0.1585150112709122,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_204,0.197134047582078,0.219403006101379,1116,0.604342561404532,674.446298527458,0.607239689871639,663.194178012524,10.048967229215458,Elbe,2.0,,51.604375,11.404209,69,0.4544766488117158,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_205,0.256312302301902,0.224177220049411,1116,0.680988163234147,759.982790169308,0.678467187184342,963.674542418178,0.038427078263894375,Elbe,2.0,,51.610303,11.390604,14,-0.18335576854551272,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_206,0.18918838716799,0.25913498807355,1116,0.630396508087441,703.522503025584,0.637011813396579,1121.90225614944,19.549091996139904,Elbe,1.0,,51.610641,11.290403,95,0.8496325708100151,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_207,0.210415285024563,0.287642094113861,1116,0.668306418468404,745.829963010738,0.669027834102774,1428.72004687468,24.04743382329739,Elbe,2.0,6.7,51.645217,11.113781,112,1.0742172585613694,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_208,0.270762742850033,0.219760624746818,1116,0.687474833738982,767.221914452703,0.687657883273378,996.084098698804,0.03055938030295214,Elbe,2.0,6.7,51.6466,11.111813,8,-0.25031902138108075,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_209,0.217420796575377,0.215869061317934,1116,0.617922348459644,689.601340880962,0.615058150999569,679.456780418761,1.1576810865758704,Elbe,2.0,19.0,51.741715,11.3577,48,0.1655788268073512,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_210,0.206850035007427,0.251228697457082,1116,0.648746410124927,724.000993699418,0.642027161377884,901.671972130374,0.2162310397069282,Elbe,2.0,0.0,51.618455,11.057661,40,0.16185770128844884,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_211,0.211154237473689,0.220194431810299,1116,0.619632888977315,691.510304098684,0.619367853101713,685.599038371703,2.0552297428617465,Elbe,2.0,6.7,51.624382,11.078612,51,0.23857064598253816,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_212,0.209225854984929,0.22701464523887,1116,0.615370682827538,686.753682035532,0.611667254199307,768.768466817881,0.09668966414266685,Elbe,2.0,19.0,51.720914,11.296503,49,0.15629415574663166,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_213,0.233726761079107,0.228287008292666,1116,0.647898998646164,723.055282489119,0.647314358818928,821.287235530448,0.06037764556296272,Elbe,1.0,19.0,51.697588,11.131923,30,-0.03056467303498969,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_214,0.26761968109993,0.223425060433429,1116,0.687558713974589,767.315524795642,0.687540262172003,989.798347925998,0.03815312361543259,Elbe,1.0,0.0,51.729878,11.079224,8,-0.24576430882988404,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_215,0.31019958693895,0.315159794708015,1116,0.740548803556051,826.681154440605,0.733848677598086,1768.72227805147,133.6232226744387,Elbe,1.0,95.1,52.028883,11.697997,144,1.5121049336373937,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_235,0.251200281263889,0.231575831973732,1116,0.671975006570595,749.924107332784,0.670563560185626,947.720313229477,0.15963808061512355,Elbe,1.0,0.0,50.696792,12.770786,15,-0.17901313192575496,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_240,0.185353553681546,0.236881770316505,1116,0.617312539865923,689.806992472812,0.613547659149526,857.762307742908,0.26207622044434514,Elbe,2.0,29.0,51.904664,11.062966,83,0.5256212514921074,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_241,0.195641590742725,0.244731538169749,1116,0.628693636307097,701.62209811872,0.626731019966429,822.803345859134,0.24174167210906092,Elbe,1.0,,51.693883,12.29469,96,0.7378656062914724,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_242,0.203404162062111,0.303841615649816,1116,0.700600580152835,782.267137249703,0.699999745455361,1494.13794482548,0.5699736362903045,Elbe,,,,,111,1.02724175127376,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_243,0.253744350563555,0.295160041657447,1116,0.685542819669526,765.065786751191,0.689477651358357,1254.27062669426,0.5531228587904469,Elbe,1.0,,51.693336,12.296449,128,1.16560912567075,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_244,0.281440072076773,0.348678008005252,1116,0.775614645595695,865.614964596438,0.768911548333829,2315.55711278974,1.9503822972870566,Elbe,5.0,36.0,51.358773,12.336713,135,1.4961680747768769,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_245,0.2714864379842,0.341038258476515,1116,0.782590496060373,873.370993603376,0.782386373326915,2204.00098456676,6.012718166335712,Elbe,1.0,26.2,51.294238,12.356104,134,1.4247313702829372,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_249,0.203539963380001,0.259769430244414,1116,0.644683786850854,719.467106125553,0.632861882550619,1059.34538474177,0.6192164702851733,Elbe,5.0,34.6,51.357686,12.336252,106,0.8268476206252101,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_250,0.209637869166996,0.212425845394594,1116,0.614117160628871,685.35475126182,0.614728062444974,653.900858451732,0.5692385230527673,Elbe,1.0,26.2,51.293587,12.356189,58,0.243145044368289,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_253,0.265071201027167,0.3324796869161,1116,0.76114410252849,849.436818421795,0.758807550623727,2003.91442157539,3.1735783002772164,Elbe,,,,,132,1.3809502687196176,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_254,0.289520976425358,0.365786879138052,1116,0.794404733476004,886.670625175806,0.79223276468625,2514.78090857867,9.147778253302873,Elbe,,,,,134,1.5652597921981386,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_255,0.201212190724518,0.241737423412265,1116,0.636928989042146,710.846886120273,0.631845304205107,930.442375852162,0.03777964868786411,Elbe,5.0,33.3,51.711215,12.286173,46,0.16260193745317558,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_256,0.208091221399995,0.23532412759967,1116,0.637869123223543,711.861941517474,0.633026685020986,843.869815669091,0.05562227595417098,Elbe,1.0,,51.686915,12.294263,45,0.135812568786501,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_257,0.205156034882689,0.245471971872916,1116,0.637152288556189,711.061954028707,0.634562659663975,821.636173782494,0.20994454872883297,Elbe,5.0,33.3,51.701304,12.29136,105,0.799458222243827,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_267,0.193966466009523,0.226133610923129,1116,0.600614886317204,670.28621313,0.601992168119565,793.474654511476,5.409478324520219,Elbe,5.0,34.6,51.349743,12.342768,58,0.2817819563939946,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_268,0.190321401124971,0.226345991725835,1116,0.595135183424758,664.17086470203,0.600683929167887,851.481813920561,6.448929268544731,Elbe,5.0,34.6,51.349375,12.342925,60,0.32046816942901296,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_269,0.18913245564493,0.23466560968331,1116,0.598463729247034,668.125516907636,0.602912737851248,836.870105789991,5.683013122425834,Elbe,5.0,34.6,51.348834,12.343096,61,0.3391966757511909,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_270,0.213375471777011,0.25546299168661,1116,0.666170740068773,743.44654591675,0.65732340741697,968.591475366879,0.08834328841389266,Elbe,1.0,,51.692165,12.288934,32,0.03167321201078118,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_271,0.266991851962938,0.221824586640561,1116,0.686201955922448,765.801382809452,0.68424993671943,990.074604902179,0.001022958931352833,Elbe,1.0,,51.691631,12.28082,7,-0.23506982632445242,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_272,0.212293185363348,0.256610906477774,1116,0.666452250795534,743.922037011511,0.658909442320261,959.603082424608,0.1935831042518506,Elbe,1.0,0.0,51.68123,12.288827,32,0.05537515345872875,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_273,0.20593303010802,0.246132220278161,1116,0.63552697812198,709.248107584129,0.63639761165945,871.365284280439,1.3102853366557858,Elbe,6.0,17.1,50.889,14.232,105,0.8005130821403785,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_274,0.201620183394714,0.248726070666514,1116,0.646814707967133,721.845214091321,0.64868495203809,874.085749673182,1.8538207185083801,Elbe,6.0,21.5,51.05414,13.747594,101,0.7659246343034973,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_275,0.202913795496826,0.246381389799728,1116,0.652627683998836,728.332495342701,0.648565575497123,854.119134149856,2.2037534376281593,Elbe,6.0,22.2,51.203,13.411,103,0.7619750005740843,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_276,0.200983618498644,0.242452391563139,1116,0.647728419994872,722.864916714277,0.645845655465782,810.94845043545,1.5590708946454321,Elbe,6.0,22.0,51.310439,13.295093,100,0.7218843580067678,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_277,0.200030316663038,0.242221034784701,1116,0.651205363477069,726.745185640409,0.653488220303721,817.597504423474,2.3434179167600875,Elbe,6.0,22.1,51.557863,13.010684,98,0.7064050376159914,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_278,0.20098960292502,0.246306454482221,1116,0.653588840804113,729.405146337391,0.65659334710661,850.064367169625,1.9944051922505888,Elbe,6.0,22.0,51.64902,12.89452,99,0.750796345428113,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_279,0.199476461609563,0.240320151713797,1116,0.648870718018282,724.139721308403,0.654362693019609,805.22791772927,1.9813811247729056,Elbe,6.0,21.9,51.719,12.821,97,0.6918477562269228,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_280,0.197099613750161,0.234090911699085,1116,0.644073327587668,718.785833587837,0.649213367100688,772.293252985557,1.5845264304480748,Elbe,1.0,0.2,51.86,12.211,92,0.6136705866249018,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_281,0.195595564078055,0.221614409170678,1116,0.619058776029002,690.869594048366,0.633273557336945,729.430418617419,1.7175226653213531,Elbe,7.0,30.4,51.957,11.913,78,0.48276854861875246,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_282,0.195854954252115,0.238530141129262,1116,0.639099715092482,713.23528204321,0.656831161917614,806.803668473068,5.066139535600984,Elbe,7.0,30.4,51.986638,11.880605,91,0.6819944919264725,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_283,0.195585973272207,0.236890522377723,1116,0.636059361670672,709.84224762447,0.658268760572715,806.316513733647,4.191842494002308,Elbe,7.0,30.4,52.06694,11.6792,91,0.6642219966184671,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_284,0.19954528361746,0.240618762728235,1116,0.641038039763086,715.398452375604,0.663699096435437,823.198062150528,3.7915359293440294,Elbe,7.0,30.4,52.129125,11.643696,97,0.7296223726877878,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_285,0.196844874261847,0.238406181889284,1116,0.629325869511576,702.327670374918,0.640621017629609,857.058635452414,3.7467333243309247,Elbe,7.0,22.1,52.2157,11.70437,95,0.690547466643234,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_286,0.193186785108425,0.227969160466662,1116,0.615973652449956,687.426596134151,0.622031544651796,790.681786349805,2.065783402441064,Elbe,7.0,22.0,52.334,11.813,81,0.5123175135448967,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_287,0.197145519631494,0.226959745225088,1116,0.632158382269477,705.488754612736,0.647807312546663,717.222622639509,2.3061195897477402,Elbe,7.0,22.0,52.539792,11.979027,83,0.510655485895477,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_288,0.194453136452329,0.228461101856393,1116,0.624857162934687,697.34059383511,0.637263356279285,739.345236378849,2.4898973860437197,Elbe,7.0,21.9,52.786934,12.031543,82,0.5369839272990627,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_289,0.203388136391836,0.238346709163749,1116,0.641297249645595,715.687730604484,0.642852109508918,766.892675406594,2.9908921790814174,Elbe,7.0,21.9,52.83788,12.039297,104,0.6978543456042339,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_290,0.194395622733167,0.229485666939646,1116,0.626796735624075,699.505156956468,0.631307850330255,727.287115997037,2.5290698087642007,Elbe,7.0,23.6,52.986317,11.751564,83,0.48394172061503204,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_291,0.195295464628233,0.24138681133251,1116,0.637392970449644,711.330555021803,0.639118044814185,806.056977515449,3.5730455842381463,Elbe,7.0,23.0,53.039132,11.635786,91,0.6278228681714105,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_292,0.200205246169223,0.247039124841338,1116,0.63981700703234,714.035779848091,0.638115037704557,847.459391605564,4.618136982209467,Elbe,7.0,23.2,53.04717,11.554186,99,0.7215184203118924,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_293,0.194647693270031,0.245915370857345,1116,0.63368518819077,707.192670020899,0.64190564787683,844.171446680976,3.8371949165926864,Elbe,7.0,23.3,53.133475,11.248753,92,0.6439025990539863,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_294,0.194333225601569,0.240973019362218,1116,0.630207718516725,703.311813864665,0.632529866599434,809.438360863714,3.379297786581652,Elbe,7.0,21.3,53.232719,10.897789,91,0.6293387554152909,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_295,0.191580374712464,0.243435289184644,1116,0.628896695509502,701.848712188605,0.641540037598512,832.876103235445,3.7256183078178537,Elbe,7.0,21.0,53.368025,10.547661,88,0.5919231872305349,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_296,0.19212868126122,0.240876844838737,1116,0.623564513961103,695.897997580591,0.632061218378858,825.725816051747,3.7746921887086726,Elbe,7.0,20.8,53.424518,10.350688,88,0.598003007331894,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_297,0.195801158850323,0.220481780643026,1116,0.612911132894802,684.008824310599,0.626833184477824,723.590516917999,3.4018713783479213,Elbe,2.0,0.0,51.823,12.839,65,0.4350050165420915,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_298,0.204075153687528,0.258650343980875,1116,0.643668659782205,718.334224316941,0.646039899919416,986.992592645483,9.861830758085445,Elbe,5.0,33.2,51.87367,12.24583,100,0.8998603060489307,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_299,0.191229135863762,0.257628619999458,1116,0.633682018482008,707.18913262592,0.660559854854365,1040.95185495861,18.355309386240453,Elbe,7.0,30.4,51.977,11.886,89,0.7987408988131749,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_300,0.195718089896606,0.222658962245042,1116,0.624736641093044,697.206091459838,0.62520084683307,710.3356145363,2.5373358404670783,Elbe,7.0,23.6,52.908092,11.879533,76,0.438521252395684,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_372,0.270435459316695,0.222412426139005,1116,0.689728917692126,769.737472144413,0.6895674258836,993.880239108023,0.00019624701892019138,Elbe,1.0,0.0,52.158103,12.67008,7,-0.24092510201399117,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_373,0.245443385905165,0.246597721762507,1116,0.692223260663522,772.521158900491,0.692681027762133,1000.91986072082,0.001767253858810797,Elbe,1.0,0.0,53.221614,11.841881,15,-0.10150792794570973,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_374,0.224322133714419,0.244385203483502,1116,0.663144224754949,740.068954826524,0.659117953722539,882.553880374103,0.04431976945252512,Elbe,1.0,0.0,53.137181,12.165906,31,0.07328336400588249,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_424,0.235055849952197,0.245272770474228,1116,0.685723652580643,765.267596279998,0.684418232891742,964.492272965022,0.007327324972958734,Elbe,1.0,,54.15847,10.779928,22,-0.04386641605797548,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_425,0.240725704615402,0.246180994745529,1116,0.682206314465816,761.342246943851,0.679696427849121,984.135490420978,0.13401880695101975,Elbe,1.0,0.0,51.308685,12.981468,18,-0.09807969864673015,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_426,0.194596950187455,0.242156794259267,1116,0.619784454721866,691.679451469602,0.617392774429808,799.849500089892,2.4653646258755195,Elbe,1.0,29.2,51.305322,12.766474,57,0.36332944740828754,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_427,0.195559752812358,0.240802940528177,1116,0.613528799967624,684.698140763868,0.621371495680348,860.582258454399,0.12789203420047035,Elbe,1.0,0.0,51.491699,12.484281,51,0.28194129354690617,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_428,0.239616548758801,0.248807862277968,1116,0.684938710459196,764.391600872462,0.68733629632207,968.888443643451,0.009952022894655353,Elbe,1.0,0.0,51.3323,12.9852,19,-0.0741999702882234,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_429,0.193916351146917,0.241901392194474,1116,0.609996651928642,680.756263552365,0.605415591392204,819.706091989868,0.06918602095236852,Elbe,1.0,,51.211722,12.703206,54,0.34255680011567147,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_430,0.247138589952909,0.242654610918939,1116,0.689335757163141,769.298704994066,0.68889089614807,979.762336813494,0.0019869409529062955,Elbe,1.0,0.0,51.152227,12.703246,15,-0.1126903548795989,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_431,0.217854282153843,0.248602612689304,1116,0.643623505003455,718.283831583856,0.64923245003504,875.57560523266,0.05172473043149972,Elbe,2.0,,51.5472,12.474199,36,0.13443324104436638,Elbe
conc,Basin_Elbe,Elbe (whole basin),bonobo,EUS_432,0.255067324220748,0.234822813556296,1116,0.692352514306715,772.665405966294,0.692194383071514,998.606817036361,0.0045505227767592814,Elbe,1.0,0.0,51.615385,11.213825,11,-0.1540468150742104,Elbe
