unit,site,strength_lionessglasso,strength_bonobo_pyskel,mean_weight_bonobo,sum_tu,UDF,stream_order,basin,n_det,mean_log
Sec_Elbe_Lower,EUS_157,437.42985656110096,806.4816212525722,0.2564810341897726,0.4588367011247846,21.1,6.0,Elbe,26,-0.0199756367289475
Sec_Elbe_Lower,EUS_200,1194.0040954295816,775.5890996105123,0.2287487577816451,1.2155386392934475,16.1,5.0,Elbe,101,0.9301934778364872
Sec_Elbe_Lower,EUS_201,241.95221085399388,827.2648307587218,0.2772532340424784,0.0011133354477726,23.0,2.0,Elbe,12,-0.1754957317743013
Sec_Elbe_Lower,EUS_209,495.6903396633452,796.488372644805,0.2404693902929085,1.1576810865758704,19.0,2.0,Elbe,48,0.1655788268073512
Sec_Elbe_Lower,EUS_214,161.5937857781639,840.4140249252321,0.2925113526840072,0.0381531236154325,0.0,1.0,Elbe,8,-0.245764308829884
Sec_Elbe_Lower,EUS_215,833.0726698257855,879.5973932722388,0.3484231451706018,133.6232226744387,95.1,1.0,Elbe,144,1.5121049336373935
Sec_Elbe_Lower,EUS_240,780.3415603266274,781.9888376460979,0.2102626002317644,0.2620762204443451,29.0,2.0,Elbe,83,0.5256212514921074
Sec_Elbe_Lower,EUS_280,442.60843435297056,794.9115100681553,0.2299806490528917,1.5845264304480748,0.2,1.0,Elbe,92,0.6136705866249018
Sec_Elbe_Lower,EUS_281,367.4887167396012,796.2965743222372,0.2271261565797588,1.7175226653213531,30.4,7.0,Elbe,78,0.4827685486187524
Sec_Elbe_Lower,EUS_282,204.9114533815648,828.2682468897215,0.231803865504876,5.066139535600984,30.4,7.0,Elbe,91,0.6819944919264725
Sec_Elbe_Lower,EUS_283,213.78798871457477,827.8510050981579,0.2314516953066658,4.191842494002308,30.4,7.0,Elbe,91,0.6642219966184671
Sec_Elbe_Lower,EUS_284,235.3154687895544,829.8117672007309,0.2360983842675764,3.791535929344029,30.4,7.0,Elbe,97,0.7296223726877878
Sec_Elbe_Lower,EUS_285,297.48796830735654,821.4943737340143,0.2329126911948792,3.7467333243309247,22.1,7.0,Elbe,95,0.690547466643234
Sec_Elbe_Lower,EUS_286,294.6487797208032,806.3564667768895,0.2277480121698884,2.065783402441064,22.0,7.0,Elbe,81,0.5123175135448967
Sec_Elbe_Lower,EUS_287,210.10212060357867,817.7244819701017,0.2315343432981292,2.30611958974774,22.0,7.0,Elbe,83,0.510655485895477
Sec_Elbe_Lower,EUS_288,244.5082964881853,813.8374626492292,0.2294197757933369,2.48989738604372,21.9,7.0,Elbe,82,0.5369839272990627
Sec_Elbe_Lower,EUS_289,229.45424182439243,820.9964114863396,0.2402053993807831,2.9908921790814174,21.9,7.0,Elbe,104,0.6978543456042339
Sec_Elbe_Lower,EUS_290,237.7576868779903,816.2200726367028,0.2284402880469408,2.5290698087642007,23.6,7.0,Elbe,83,0.483941720615032
Sec_Elbe_Lower,EUS_291,226.69187407223728,830.1529134101534,0.2304212242191448,3.5730455842381463,23.0,7.0,Elbe,91,0.6278228681714105
Sec_Elbe_Lower,EUS_292,268.77451594734,829.029589578892,0.2362861906974866,4.618136982209467,23.2,7.0,Elbe,99,0.7215184203118924
Sec_Elbe_Lower,EUS_293,237.33291898417835,832.3537734780447,0.2305444013871029,3.8371949165926864,23.3,7.0,Elbe,92,0.6439025990539863
Sec_Elbe_Lower,EUS_294,241.25772599205317,828.9550489065524,0.2290025483512645,3.379297786581652,21.3,7.0,Elbe,91,0.6293387554152909
Sec_Elbe_Lower,EUS_295,235.45249265009988,831.0545245952252,0.2270173136793861,3.7256183078178537,21.0,7.0,Elbe,88,0.5919231872305349
Sec_Elbe_Lower,EUS_296,238.0160940598056,828.3758981068238,0.2270793741004623,3.7746921887086726,20.8,7.0,Elbe,88,0.598003007331894
