"kind","unit","label","method","site","mean_weight","sd_weight","n_edges_on_skeleton","mean_weight_on_skeleton","strength_skeleton","within_module_mean"
"tu","Sec_Danube_Upper","Upper Danube (section)","lioness","EUS_378",0.277053162297761,0.648348403563906,272,0.833554071997384,234.05078251886,0.846440727502089
"tu","Sec_Danube_Upper","Upper Danube (section)","lioness","EUS_379",-0.0152239274754647,1.42995940461848,272,0.68825121663588,225.910230124043,0.658324408368454
"tu","Sec_Danube_Upper","Upper Danube (section)","lioness","EUS_380",0.0690291159203228,1.25603629326491,272,0.821486500072187,233.608724598204,0.834105390435881
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_001",0.216378841236347,0.28183203015201,272,0.781366909411924,212.531799360043,0.792801326974208
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_002",0.235778349015661,0.262933788604276,272,0.776452286218307,211.19502185138,0.782426294136786
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_003",0.284382599380954,0.365598593721482,272,0.85370029106115,232.206479168633,0.846680475874433
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_004",0.223458392381556,0.277792977278926,272,0.776989220350981,211.341067935467,0.785614534393614
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_005",0.223923303319755,0.273209935602419,272,0.76803173626557,208.904632264235,0.780028488830713
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_006",0.246945123226464,0.256431947088462,272,0.769952093303888,209.426969378658,0.786772536873457
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_007",0.266087851009192,0.257290552479618,272,0.796824446286817,216.736249390014,0.805603665021393
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_008",0.26832929411502,0.256056746296371,272,0.793462642726747,215.821838821675,0.802634831964013
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_009",0.251685333378772,0.263686816075148,272,0.789421605933495,214.722676813911,0.802071875868767
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_010",0.281425839653236,0.253470449367669,272,0.804559351159852,218.84014351548,0.815258316332258
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_011",0.276730280226466,0.256868047135063,272,0.805588087727936,219.119959861999,0.815814639006233
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_012",0.266122101587993,0.259172356059115,272,0.791175200288281,215.199654478412,0.799363622990978
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_013",0.277594188902327,0.254659489493126,272,0.804423486251111,218.803188260302,0.813760108146127
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_051",0.252987638721271,0.272371828060584,272,0.793554939742929,215.846943610077,0.804267894713415
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_096",0.229034877301294,0.265907269684102,272,0.762827774215514,207.48915458662,0.769679687696269
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_097",0.230154765478644,0.269911592548317,272,0.778321550542026,211.703461747431,0.786413670769466
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_105",0.219378759519062,0.274041832743903,272,0.757768047563853,206.112908937368,0.764981549448287
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_164",0.233315752296163,0.279349018145113,272,0.768645194292343,209.071492847517,0.779609094058616
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_165",0.256847537953171,0.259621660974216,272,0.782355947674089,212.800817767352,0.790589241401543
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_166",0.25663941818693,0.2563485734444,272,0.788085562712255,214.359273057733,0.794194960464286
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_168",0.238994996741142,0.257034498593208,272,0.783295874447628,213.056477849755,0.790360307077026
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_171",0.261538492049141,0.253674931563471,272,0.790650010890759,215.056802962287,0.796005119239497
"tu","Sec_Danube_Upper","Upper Danube (section)","bonobo","EUS_172",0.252427870647898,0.257651771781123,272,0.783716138919766,213.170789786176,0.79111990303603
