unit,site,strength_lionessglasso,strength_bonobo_pyskel,mean_weight_bonobo,sum_tu
Basin_Rhine,EUS_014,180.20030595445294,731.0887172553407,0.20317986836223018,0.002056333096305602
Basin_Rhine,EUS_015,229.49051624089074,723.9366349869031,0.19263725247267682,0.006033467356809405
Basin_Rhine,EUS_016,435.71724548764087,709.5349522698486,0.18355405619233314,0.0825766630834744
Basin_Rhine,EUS_017,186.31825579368817,731.1475495125469,0.19642139990015234,0.00852065645200173
Basin_Rhine,EUS_070,656.6175686687283,714.4503455769423,0.1680295335535261,0.2717501649712542
Basin_Rhine,EUS_071,270.5695832476981,724.6801754164115,0.19556365029048572,0.11601347964812476
Basin_Rhine,EUS_072,449.99881433352937,714.6369401626163,0.17223864055277083,0.20006019075268466
Basin_Rhine,EUS_073,465.0481754255827,717.1727751052304,0.17796362501770355,0.06982408821560927
Basin_Rhine,EUS_074,547.3867957098854,730.4912582222108,0.16271903206297383,1.6844311876893527
Basin_Rhine,EUS_075,702.2728146291747,736.0843024096303,0.16971395555091545,1.8110981351576163
Basin_Rhine,EUS_076,823.7265319666171,731.2572712035443,0.1803654363598037,1.24323109564674
Basin_Rhine,EUS_077,1083.7691913372912,757.7456544079479,0.2015547047932621,1.1391080966846487
Basin_Rhine,EUS_078,371.5933847306102,717.2071843758592,0.18352818380881608,0.20822908767355883
Basin_Rhine,EUS_084,754.4266783940394,704.6150596438633,0.1703451919122476,0.2579073783538736
Basin_Rhine,EUS_111,575.5265342273442,722.7609217020583,0.16787975214431164,9.799230786720548
Basin_Rhine,EUS_112,689.3807617420421,754.7868730391523,0.1851556005503986,68.01550349775431
Basin_Rhine,EUS_113,489.80240733521674,726.3430962069762,0.16354788934388104,9.723497569381728
Basin_Rhine,EUS_114,569.4781031026048,761.5370760786637,0.17605995707858657,57.54312460049475
Basin_Rhine,EUS_115,621.7618521347932,745.5483682645365,0.1736746812424345,37.03872319692765
Basin_Rhine,EUS_116,654.4261251325952,723.7967714567176,0.16073783363168775,14.046875527594047
Basin_Rhine,EUS_218,418.417887264871,708.7918093325753,0.1841346127225617,0.17477425471873081
Basin_Rhine,EUS_221,1238.4384676573397,755.636629219236,0.20574531944677704,3.4273090431207827
Basin_Rhine,EUS_238,876.6373928711342,752.4634267235008,0.20480332808780344,0.5203916786272432
Basin_Rhine,EUS_239,814.033462489312,756.6838405203167,0.21924269169879082,0.7075570565976357
Basin_Rhine,EUS_258,120.95561123195223,739.8397270950468,0.21178157199214423,2.9777677462522905e-05
Basin_Rhine,EUS_259,112.08809630785035,740.548248862175,0.21100836173569365,5.9489411805908735e-05
Basin_Rhine,EUS_260,168.89654508947373,733.1398237445495,0.20333528898177727,0.0022182391666683773
Basin_Rhine,EUS_261,487.95081862448154,722.7434621372058,0.16721095938104374,4.0830932676915594
Basin_Rhine,EUS_262,488.18889089524356,719.4030498930354,0.18058966527673775,0.05425379374107739
Basin_Rhine,EUS_263,488.6084298637337,720.3515821115021,0.1677973780777812,2.983053925879152
Basin_Rhine,EUS_264,498.43919437535885,720.7480218431011,0.1671865492255727,3.3919788550541154
Basin_Rhine,EUS_265,188.07908892276785,731.6236628745645,0.19839739308112445,0.05720908742014246
Basin_Rhine,EUS_266,188.78787932586098,732.2645029000165,0.19801254602138724,0.07298572128985767
Basin_Rhine,EUS_375,540.8989600704028,721.1528729420445,0.16813057675298773,0.2099030831360593
Basin_Rhine,EUS_381,175.67340166366722,730.818226188434,0.19986763075351857,0.023737978077579908
Basin_Rhine,EUS_382,377.9538230688635,732.2959681286114,0.17747635859185357,0.0023220090458224325
Basin_Rhine,EUS_383,674.4798988019169,716.9940338989286,0.1712180358050772,0.13927946653270754
Basin_Rhine,EUS_387,122.91144267909803,738.4714055143884,0.20771611768407586,0.00020826418895593558
Basin_Rhine,EUS_388,131.84063200159622,736.1320385510743,0.20706856498613407,0.00913766892791609
Basin_Rhine,EUS_392,504.0874747242579,727.8104709606031,0.1763701405710801,0.005382811251466463
Basin_Rhine,EUS_393,277.09428793139034,729.4134919661911,0.19441444593139331,0.002389564463395213
Basin_Rhine,EUS_400,985.2733156911461,699.030054717031,0.167676732822017,0.06649918603583888
Basin_Rhine,EUS_401,358.18911970370567,725.3563021158113,0.1803665684876545,0.009816554195034488
Basin_Rhine,EUS_402,630.5408508946467,716.7434845459206,0.17022363333129834,0.025334682834736045
Basin_Rhine,EUS_403,718.8994770558588,724.5790174752243,0.1672767150082361,0.38073184117626707
Basin_Rhine,EUS_404,286.7094172328766,732.4083912360823,0.20157630757849082,0.36728952246433566
Basin_Rhine,EUS_405,177.33785731555622,734.6399018679783,0.20322232712503394,0.1747995504276756
Basin_Rhine,EUS_406,1172.231912584444,709.8684528876098,0.16347628614485638,2.4176930690838385
Basin_Rhine,EUS_407,140.25567319664086,735.60044880027,0.20533453030687968,0.0016728804186640794
Basin_Rhine,EUS_408,757.683023635821,746.0437073473083,0.1687021543756196,0.9531299093415642
Basin_Rhine,EUS_409,305.8510345805864,729.6524718725461,0.20159638376962857,0.010640690619452232
Basin_Rhine,EUS_410,776.7664391767435,732.6229144364619,0.1648084310328716,1.0646528881909758
Basin_Rhine,EUS_411,118.68526754064436,737.463010803912,0.20865654129880243,0.000121188559719258
Basin_Rhine,EUS_412,379.59156808818585,712.6982043836866,0.18071049025356636,0.0029340079179109935
Basin_Rhine,EUS_413,119.21911302713929,739.4018329782912,0.20720711180342605,0.0033875755635067195
Basin_Rhine,EUS_414,304.82053027397063,723.3119736585398,0.18845924505564082,17.291982922811922
Basin_Rhine,EUS_415,147.97748479070154,735.8792216313014,0.20541537841145924,0.18722237093132382
Basin_Rhine,EUS_416,1154.3045782095649,701.8191434149707,0.16702835848976097,5.791904571162355
Basin_Rhine,EUS_417,113.75811424333389,739.3109834354399,0.20991902056882833,0.0001189552028907174
Basin_Rhine,EUS_418,675.899890023652,719.520470391432,0.16589691149683305,0.44878422612767915
Basin_Rhine,EUS_419,126.4045491014596,736.9671740931738,0.20737706157163768,0.00028785538393106294
Basin_Rhine,EUS_420,144.6622944240808,735.2916776803595,0.20154475009157563,0.0005671532594996934
Basin_Rhine,EUS_421,192.86608504270032,734.3548353587432,0.19914237923023267,0.002607511607480342
